datePublished,ratingValue,travellerType,queueTime,terminalCleanliness,terminalSeating,terminalSign,foodBeverage,airportShopping,wifiConnectivity,airportStaff,commentHeader,tripVerified,reviewContent,sentiment
2017-02-02,0.1,Solo Leisure,1,5,3.0,5.0,3.0,3,2.0,1.0,airport is poorly managed and staffed and unacceptable,False,,-1
2015-04-19,0.9,,5,5,,,,5,,,Jackson Hole Airport customer review,False,,1
2010-08-18,0.4,,5,5,,,,3,,,Jackson Hole Airport customer review,False,,-1
