datePublished,ratingValue,travellerType,queueTime,terminalCleanliness,terminalSeating,terminalSign,foodBeverage,airportShopping,wifiConnectivity,airportStaff,commentHeader,tripVerified,reviewContent,sentiment
2020-02-19,0.5,Business,3,3,3,5.0,3,3,3.0,3.0,does not have a 24-hour Terminal,False,  Bismarck Airport does not have a 24-hour Terminal. The Terminal closes 1/2 an hour after last flight for the day. The terminal will not re-open until 3am. Everyone in the Terminal will be required to leave from 1/2 an hour after last flight until 3am so that required security checks can be completed. It is not allowed to spend the night in the Bismarck Airport Terminal. Please plan appropriately.,1
2015-07-09,0.8,Solo Leisure,5,5,3,,3,3,,,Bismarck Airport customer review,False,,1
