datePublished,ratingValue,travellerType,queueTime,terminalCleanliness,terminalSeating,terminalSign,foodBeverage,airportShopping,wifiConnectivity,airportStaff,commentHeader,tripVerified,reviewContent,sentiment
2013-06-09,0.8,,4.0,5.0,,,,4.0,,,Tucson Airport customer review,False,,1
2012-09-20,0.1,,2.0,4.0,,,,3.0,,,Tucson Airport customer review,False,,-1
2009-07-12,0.4,,,,,,,,,,Tucson Airport customer review,False,,-1
2009-03-17,0.3,,,,,,,,,,Tucson Airport customer review,False,,-1
