datePublished,ratingValue,travellerType,queueTime,terminalCleanliness,terminalSeating,terminalSign,foodBeverage,airportShopping,wifiConnectivity,airportStaff,commentHeader,tripVerified,reviewContent,sentiment
2022-09-03,1.0,Family Leisure,5,5,5,5,4,4,5,5,"Great airport"" ",False,"  Great airport. Easy to park, easy to get to terminal and fast security. Beats almost every other larger airport I have been to. Not much to do but you won't be there long anyway.",1
2016-02-16,1.0,Couple Leisure,5,5,5,5,4,4,5,5,great personal service,False,,1
